EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
ZNF566=HsaEX0073948	79.31	78.57	78.26	80.95	90.10	100.00	94.74	72.41	80.36	100.00	78.38	67.44
ZNF566=HsaEX0073950	96.58	95.00	93.94	100.00	92.86	93.22	95.45	89.19	89.15	100.00	83.33	85.00
C15orf41=HsaEX6073697	86.96	76.00	93.33	89.19	98.58	100.00	100.00	94.87	93.16	100.00	92.00	90.00
C15orf41=HsaEX1006110	11.35	9.21	20.40	5.41	18.11	24.29	15.48	13.27	22.21	27.18	15.38	NA
C15orf41=HsaEX1006111	11.35	9.21	17.67	7.83	11.62	16.87	4.47	13.27	17.50	24.68	9.94	NA
C15orf41=HsaEX6073695	87.28	77.23	91.41	91.05	97.41	100.00	100.00	91.42	89.34	100.00	86.39	83.59
CYP2R1=HsaEX0018293	2.91	NA	NA	NA	16.00	NA	NA	NA	2.69	NA	NA	NA
ANKRD46=HsaEX0004514	97.06	NA	100.00	100.00	95.96	100.00	100.00	82.61	97.80	92.59	100.00	100.00
ZNF749=HsaEX0074295	56.52	54.84	56.00	58.82	52.24	55.56	NA	43.59	60.00	62.16	53.49	65.00
PRELID2=HsaEX0049987	100.00	100.00	NA	NA	71.92	41.09	95.71	NA	100.00	100.00	NA	NA
PRELID2=HsaEX0049989	91.94	85.00	95.12	95.35	91.84	100.00	89.29	84.71	89.23	100.00	80.77	90.24
PRELID2=HsaEX0049990	89.36	75.00	93.94	94.59	90.90	100.00	86.67	84.75	89.06	94.44	81.40	91.84
ZNF75D=HsaEX0074302	36.93	NA	NA	NA	23.94	18.44	NA	NA	51.55	NA	NA	NA
ZNF75D=HsaEX0074303	64.00	NA	59.45	89.57	59.53	67.71	60.09	NA	67.21	NA	NA	NA
SMYD4=HsaEX0060593	88.39	83.33	85.19	96.23	89.22	92.11	84.62	89.74	92.48	95.65	83.67	100.00
MIR22HG=HsaEX0009838	82.38	NA	NA	NA	66.39	NA	100.00	NA	82.50	NA	NA	NA
KIF24=HsaEX0034543	74.69	NA	70.41	77.19	79.00	70.01	91.75	NA	78.13	NA	82.75	91.40
KIF24=HsaEX0034547	90.82	90.27	83.38	100.00	92.80	94.53	86.05	NA	95.17	93.27	92.87	100.00
PDE2A=HsaEX6003661	NA	NA	NA	NA	57.04	60.37	NA	NA	32.16	NA	NA	NA
PDE2A=HsaEX0046196	79.05	NA	NA	NA	70.07	56.55	82.51	75.87	61.04	NA	72.77	NA
VSIG10L=HsaEX0070719	58.97	NA	NA	NA	75.76	NA	NA	NA	NA	NA	NA	NA
TPCN1=HsaEX0066629	76.08	76.19	80.18	71.70	76.81	79.01	67.95	84.17	81.76	84.27	75.51	85.32
MAPT=HsaEX0037852	48.04	34.69	53.62	55.17	41.86	42.42	40.35	42.86	51.59	52.11	40.00	63.16
PPARA=HsaEX0049278	9.52	NA	NA	NA	7.14	2.44	20.00	NA	14.29	NA	NA	NA
PPARA=HsaEX0049279	33.33	NA	NA	NA	32.47	23.81	NA	NA	42.22	NA	NA	NA
ENTPD5=HsaEX0022547	93.81	NA	100.00	83.27	95.88	100.00	100.00	86.67	100.00	100.00	100.00	100.00
LYPD6=HsaEX0037053	81.82	88.89	76.81	83.67	78.21	75.00	89.74	73.33	88.46	94.59	88.89	80.65
ZNF546=HsaEX0073911	NA	NA	NA	NA	60.00	NA	NA	NA	72.97	NA	NA	NA
SESTD1=HsaEX0057429	94.23	92.31	94.44	95.24	98.39	100.00	100.00	93.75	92.45	100.00	100.00	82.61
FNBP1=HsaEX0026116	86.65	85.38	80.00	94.40	87.21	83.18	90.33	89.10	92.03	94.98	97.67	81.71
FNBP1=HsaEX0026113	9.44	6.41	11.71	9.87	10.84	0.00	18.99	15.79	14.77	17.59	12.03	13.53
DYNC2H1=HsaEX0021310	100.00	NA	NA	NA	100.00	100.00	NA	NA	82.61	NA	NA	NA
LUZP2=HsaEX1022460	11.52	14.29	5.26	15.25	8.06	13.92	5.08	4.11	10.79	12.50	19.05	2.04
LUZP2=HsaEX0037012	17.11	26.09	16.00	10.71	24.44	27.27	13.21	31.15	22.03	19.05	27.27	20.93
LUZP2=HsaEX0037013	NA	NA	4.76	21.95	NA	19.05	14.29	19.05	11.63	12.50	NA	5.88
IFT140=HsaEX0031016	90.16	90.91	82.61	100.00	92.41	93.55	85.19	100.00	80.49	88.59	71.23	82.61
IFT140=HsaEX0031017	80.72	72.41	80.65	NA	87.34	88.57	75.00	100.00	79.73	NA	NA	75.76
PLEKHN1=HsaEX0048428	90.32	NA	90.91	91.30	73.81	84.62	82.61	60.00	62.50	NA	73.91	NA
PLEKHN1=HsaEX0048429	60.00	NA	NA	NA	59.60	65.71	37.50	75.00	61.90	NA	65.71	NA
EXD3=HsaEX0023408	93.10	NA	NA	NA	100.00	NA	NA	NA	83.33	NA	NA	NA
EXD3=HsaEX0023410	8.33	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA
EXD3=HsaEX0023411	15.38	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA
B3GLCT=HsaEX0007435	88.27	91.04	89.79	84.66	100.00	100.00	100.00	100.00	88.12	87.81	83.99	92.50
FANCA=HsaEX0024728	71.11	69.41	70.21	73.63	68.29	57.83	77.24	74.51	72.35	61.47	75.00	82.22
FANCA=HsaEX0024726	51.72	54.67	NA	56.10	53.44	40.50	60.78	63.41	48.85	NA	44.33	63.08
FANCA=HsaEX0024727	85.79	83.33	82.93	92.45	91.94	91.23	89.47	96.55	85.34	76.67	87.88	90.77
SEMA4D=HsaEX0057109	NA	NA	NA	NA	91.85	NA	NA	NA	100.00	NA	NA	NA
SEMA4D=HsaEX0057108	90.00	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
FANCM=HsaEX0024852	90.37	83.22	93.23	100.00	95.03	100.00	83.86	94.53	95.69	93.47	92.79	100.00
FANCM=HsaEX6071117	100.00	100.00	100.00	100.00	97.37	100.00	91.68	100.00	92.04	77.96	100.00	NA
FANCM=HsaEX0024840	100.00	100.00	100.00	100.00	97.75	100.00	92.00	100.00	93.60	83.84	100.00	NA
ARHGAP11B=HsaEX0005401	44.74	41.82	40.09	NA	34.94	42.11	21.74	36.36	41.94	40.43	NA	34.88
ARHGAP11B=HsaEX1004426	44.73	NA	NA	NA	36.97	46.56	NA	28.90	45.43	60.64	NA	24.51
LINC00265=HsaEX0042181	63.64	NA	NA	NA	33.33	NA	NA	NA	42.86	NA	NA	NA
ZNF383=HsaEX0073540	22.12	NA	13.18	25.95	19.33	11.66	21.82	26.95	20.64	24.29	8.72	NA
ZNF383=HsaEX0073541	63.00	68.03	50.84	76.66	77.96	65.91	85.04	90.84	65.20	52.91	59.28	92.23
FAM92A=HsaEX0024692	13.86	NA	11.39	6.49	20.10	15.81	19.44	NA	9.66	NA	NA	3.26
FAM92A=HsaEX0024691	NA	NA	NA	NA	22.20	11.92	NA	NA	23.61	NA	8.56	NA
C19orf54=HsaEX0010004	86.05	93.55	93.55	77.22	87.56	85.29	90.91	86.44	90.53	100.00	84.31	87.30
DUSP28=HsaEX1012495	28.52	NA	NA	NA	10.72	NA	4.77	NA	17.83	NA	NA	NA
C15orf52=HsaEX0009594	70.59	NA	80.95	61.54	83.61	86.67	NA	NA	92.68	92.59	88.57	100.00
NBR1=HsaEX0041903	NA	NA	NA	NA	70.48	89.47	NA	NA	NA	NA	NA	NA
RALGAPA2=HsaEX0052042	NA	NA	NA	NA	90.01	NA	NA	NA	100.00	NA	NA	NA
GOLGA8M=HsaEX1015830	83.90	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
DPYD=HsaEX0020938	18.37	NA	NA	8.33	6.90	9.09	8.33	NA	1.59	0.00	NA	NA
DPYD=HsaEX0020942	93.44	84.00	NA	100.00	94.06	95.45	85.19	100.00	91.67	100.00	81.25	94.12
PTAR1=HsaEX0050712	80.88	90.24	78.18	75.00	79.35	78.31	74.55	86.96	75.72	83.33	68.63	72.00
PTAR1=HsaEX0050715	87.67	81.82	83.81	100.00	93.37	95.23	100.00	85.44	90.44	88.62	96.06	85.78
TMEM120B=HsaEX0065419	79.51	87.39	78.67	75.90	75.48	78.80	75.90	69.70	80.86	86.35	82.54	74.65
TMEM120B=HsaEX0065420	79.96	88.79	75.85	78.31	77.02	78.39	77.78	74.36	82.49	89.26	83.72	75.00
NHLRC3=HsaEX0042877	87.83	100.00	76.19	91.11	83.67	82.14	86.67	82.61	89.63	94.87	82.98	91.84
FBF1=HsaEX0024990	97.52	100.00	100.00	94.20	96.65	93.68	97.14	100.00	88.76	84.38	88.06	95.74
CTD-3088G3.8=HsaEX0001474	82.61	NA	NA	NA	94.44	NA	NA	NA	80.00	NA	NA	NA
ZNF292=HsaEX0073370	84.91	NA	NA	88.89	94.59	85.19	100.00	NA	94.20	100.00	85.19	100.00
ZNF292=HsaEX0073371	82.61	NA	90.91	NA	92.00	85.71	100.00	NA	92.16	NA	81.82	100.00
ZNF292=HsaEX0073365	86.67	83.33	90.91	NA	88.89	80.00	NA	NA	92.45	100.00	NA	NA
ZNF292=HsaEX0073372	89.29	90.48	NA	88.24	92.86	84.62	NA	100.00	96.00	100.00	NA	NA
ZNF567=HsaEX0073955	56.25	NA	NA	NA	48.00	47.62	NA	NA	60.98	51.35	NA	NA
TMEM120A=HsaEX0065412	71.21	78.08	64.36	73.33	64.00	68.57	50.39	77.78	65.25	60.98	67.50	67.57
ZNF573=HsaEX0073980	19.06	NA	NA	NA	15.23	NA	NA	NA	7.90	NA	NA	NA
ZNF573=HsaEX0073981	91.46	NA	83.40	NA	100.00	100.00	NA	100.00	91.64	NA	NA	100.00
ZNF573=HsaEX0073983	89.46	NA	85.15	NA	100.00	NA	100.00	NA	100.00	NA	100.00	100.00
ZNF573=HsaEX0073984	23.75	NA	18.44	NA	24.24	NA	NA	NA	40.16	NA	NA	NA
ZNF573=HsaEX0073977	13.93	NA	8.12	NA	12.52	NA	NA	NA	40.77	NA	NA	NA
ZNF573=HsaEX0073978	0.00	NA	0.00	NA	3.02	NA	NA	NA	10.61	NA	NA	NA
ZNF527=HsaEX0073861	95.38	NA	89.07	NA	89.36	100.00	82.24	NA	96.59	100.00	100.00	NA
ZNF527=HsaEX0073862	30.20	NA	NA	NA	19.29	NA	NA	NA	22.36	5.58	NA	NA
PAX8-AS1=HsaEX1027142	NA	33.24	NA	NA	NA	21.88	NA	NA	32.03	32.00	NA	NA
PAX8-AS1=HsaEX0001116	NA	NA	NA	NA	NA	38.89	NA	NA	NA	28.57	NA	NA
PAX8-AS1=HsaEX0001115	90.48	NA	81.82	NA	83.33	76.47	100.00	79.31	82.35	91.67	NA	90.91
ZKSCAN3=HsaEX0072826	NA	NA	NA	NA	88.24	NA	NA	NA	100.00	NA	NA	NA
FAM53B=HsaEX0024500	88.24	77.78	94.29	91.67	79.31	78.05	75.00	85.96	81.43	82.22	86.67	76.00
IL1RAP=HsaEX0031421	40.02	NA	36.58	45.13	28.16	41.98	20.92	22.67	25.32	NA	29.89	22.02
TDRD7=HsaEX0064337	68.57	NA	72.73	75.00	89.47	100.00	81.82	83.33	81.13	NA	80.95	NA
TDRD7=HsaEX6062069	86.67	NA	93.33	74.19	93.94	100.00	89.47	NA	89.66	100.00	82.61	88.89
TDRD7=HsaEX6062068	87.95	100.00	93.33	77.14	94.20	100.00	NA	91.30	90.32	100.00	NA	92.31
ZNF250=HsaEX0073255	83.08	80.00	83.33	85.71	96.23	96.72	96.49	95.12	93.98	95.35	95.00	92.00
WDSUB1=HsaEX0071442	92.72	100.00	92.90	85.19	98.47	100.00	100.00	96.08	86.24	88.24	88.24	NA
WDSUB1=HsaEX0071443	88.19	NA	88.50	80.95	97.79	100.00	100.00	93.41	82.02	84.37	84.79	NA
WDSUB1=HsaEX0071444	75.03	NA	NA	NA	75.00	NA	80.49	NA	55.43	NA	NA	NA
WDSUB1=HsaEX0071445	81.86	NA	NA	76.83	87.98	93.66	100.00	71.22	75.44	NA	NA	NA
WDSUB1=HsaEX0071446	79.27	91.36	NA	NA	91.59	100.00	100.00	74.66	67.16	NA	NA	81.86
RYR1=HsaEX0056045	28.00	NA	NA	NA	18.75	NA	NA	NA	15.15	NA	NA	NA
RYR1=HsaEX0056046	89.47	NA	100.00	NA	78.18	NA	100.00	90.48	91.11	NA	NA	NA
FAM217B=HsaEX1014020	16.46	NA	8.57	NA	19.10	20.00	21.21	NA	26.15	22.58	NA	NA
LCOR=HsaEX0035521	55.93	NA	NA	NA	46.00	39.62	NA	NA	44.00	NA	NA	NA
LCOR=HsaEX0035527	60.03	NA	72.30	59.48	71.51	73.74	NA	78.26	59.96	NA	NA	NA
LCOR=HsaEX0035523	100.00	100.00	100.00	NA	92.55	85.62	100.00	100.00	91.45	82.36	NA	93.57
LCOR=HsaEX0035526	100.00	NA	NA	100.00	91.84	83.11	100.00	100.00	90.52	83.49	NA	NA
ZNF107=HsaEX0073000	50.07	NA	NA	NA	62.72	NA	NA	68.47	57.98	NA	NA	67.99
ZNF107=HsaEX0073001	20.16	NA	NA	NA	15.90	NA	NA	17.41	29.95	NA	NA	NA
ZNF107=HsaEX0073002	19.05	NA	NA	NA	31.03	NA	NA	NA	36.17	NA	NA	NA
AC005154.6=HsaEX1001620	28.84	NA	NA	24.48	15.15	13.33	NA	13.72	16.99	12.24	NA	17.50
AC005154.6=HsaEX1001622	81.25	88.73	78.73	79.15	88.55	89.86	85.20	90.02	91.55	86.67	94.23	93.29
AC005154.6=HsaEX1001625	21.07	NA	NA	NA	30.91	NA	NA	NA	NA	NA	NA	NA
MFSD14C=HsaEX1023495	57.20	55.87	60.45	53.99	55.16	58.50	53.38	52.80	63.76	60.64	53.01	86.67
MFSD14C=HsaEX1023496	48.35	47.45	45.79	52.06	49.21	46.75	52.96	47.04	52.05	51.43	39.05	79.31
MFSD14C=HsaEX1023498	15.82	38.79	8.34	8.50	16.73	17.75	14.20	17.64	20.63	13.83	28.24	20.68
ZBTB44=HsaEX0072169	72.08	NA	NA	NA	80.56	NA	NA	NA	NA	NA	NA	NA
ZNF34=HsaEX0073469	18.27	NA	NA	NA	7.12	NA	NA	NA	NA	NA	NA	NA
ZNF34=HsaEX0073472	88.60	91.55	88.35	86.68	90.69	95.10	82.36	91.08	86.49	93.08	74.83	92.90
ZNF140=HsaEX0073052	70.51	72.57	79.52	60.29	80.63	87.36	85.04	70.01	80.67	80.52	89.83	70.08
ZNF140=HsaEX0073057	41.39	29.42	48.05	43.61	52.22	54.53	60.31	42.61	42.64	46.95	41.34	39.89
ZNF774=HsaEX0074335	NA	NA	NA	NA	5.00	0.00	NA	NA	11.11	NA	NA	NA
TSC22D2=HsaEX0067522	9.84	5.56	17.07	6.67	11.38	5.26	20.63	6.38	9.22	4.00	16.36	5.56
ZNF605=HsaEX0074023	14.03	13.68	8.33	19.41	24.84	32.46	14.83	23.03	15.85	NA	NA	11.76
TPK1=HsaEX0066670	100.00	NA	NA	NA	89.51	NA	NA	NA	100.00	NA	NA	NA
TPK1=HsaEX0066679	100.00	NA	NA	NA	87.77	NA	NA	NA	100.00	NA	NA	NA
SLC6A9=HsaEX0059954	86.55	80.49	87.80	91.89	92.49	91.40	92.59	93.94	78.85	80.85	79.41	75.38
MAN2A2=HsaEX0037389	63.64	53.85	74.07	62.71	69.38	66.32	68.25	76.47	68.86	73.77	61.54	70.37
CACNA1H=HsaEX0011996	100.00	NA	NA	100.00	72.22	NA	NA	NA	NA	NA	NA	NA
CACNA1H=HsaEX0011997	100.00	NA	NA	100.00	88.24	NA	NA	NA	NA	NA	NA	NA
ZKSCAN5=HsaEX0072836	57.06	55.54	81.98	39.02	50.56	62.81	33.87	55.80	59.97	65.42	58.09	56.86
ZKSCAN5=HsaEX0072837	48.47	45.53	62.38	41.81	40.25	48.15	33.60	38.20	36.96	43.04	32.19	36.56
TECPR2=HsaEX0064420	96.38	93.16	100.00	94.40	89.84	84.09	100.00	86.10	92.45	89.65	89.81	100.00
ZFP62=HsaEX0072669	70.53	NA	70.15	69.23	64.94	65.38	72.61	56.76	65.15	75.76	66.67	55.29
ZFP62=HsaEX0072668	7.40	0.00	18.99	1.91	11.77	7.51	17.50	12.98	10.75	12.98	12.39	5.62
TRPV1=HsaEX0067445	88.24	NA	NA	NA	100.00	NA	NA	NA	90.91	NA	NA	NA
AMZ2=HsaEX1003610	76.94	67.66	84.67	77.02	78.03	77.34	71.95	84.46	75.50	84.93	71.00	71.54
COL27A1=HsaEX0016502	61.30	70.82	58.81	56.83	71.50	70.95	67.70	NA	79.37	73.63	NA	NA
COL27A1=HsaEX0016503	90.07	100.00	82.05	92.99	97.58	95.41	100.00	100.00	95.59	NA	100.00	NA
COL27A1=HsaEX0016490	96.30	100.00	94.44	93.75	89.87	100.00	NA	75.00	91.01	79.31	93.94	100.00
COL27A1=HsaEX0016496	86.05	NA	NA	NA	96.97	NA	NA	100.00	94.59	88.24	NA	NA
COL27A1=HsaEX0016500	82.76	93.33	75.00	84.21	76.81	85.71	73.33	67.57	67.44	60.00	63.64	78.57
TLE1=HsaEX1040853	74.13	NA	78.96	62.84	82.91	94.29	NA	NA	62.37	NA	NA	NA
ZNF239=HsaEX0073236	31.98	NA	18.97	NA	22.25	20.48	NA	18.08	19.15	13.15	18.81	26.28
ZNF239=HsaEX0073238	68.79	77.20	56.73	75.09	74.07	75.91	84.66	61.72	67.84	68.55	70.31	64.45
KPNA5=HsaEX0034975	10.89	13.51	7.69	10.53	19.70	22.39	10.53	25.93	8.33	8.11	7.14	9.68
KPNA5=HsaEX0034976	83.10	NA	93.10	61.54	86.00	83.78	83.33	92.59	90.62	NA	100.00	83.33
ZNF252P=HsaEX0073262	91.76	96.08	83.61	96.55	85.85	88.24	90.16	78.79	89.53	93.33	87.30	88.24
SRGAP1=HsaEX0061697	75.02	NA	75.03	70.70	79.47	91.14	49.13	100.00	91.69	100.00	100.00	78.80
SRGAP1=HsaEX0061698	27.21	NA	24.87	29.95	29.20	21.24	49.12	9.74	23.48	NA	8.47	34.58
SRGAP1=HsaEX0061705	88.57	85.71	94.87	83.33	92.45	95.45	100.00	82.35	85.59	100.00	76.19	82.35
ZNF138=HsaEX0073044	95.50	NA	NA	94.51	94.88	87.49	100.00	100.00	91.87	88.48	87.71	100.00
ZNF138=HsaEX0073045	62.66	NA	NA	63.50	47.01	31.35	NA	NA	47.76	NA	52.16	43.16
ZNF138=HsaEX0073047	23.78	NA	27.23	27.14	24.28	16.98	9.53	NA	19.12	18.35	12.09	NA
ZSCAN25=HsaEX0073797	66.75	66.67	67.07	66.45	76.05	84.91	63.03	83.13	77.48	78.40	83.65	71.43
ZNF420=HsaEX0073629	90.32	83.33	90.00	NA	88.10	94.44	69.23	100.00	89.87	85.19	87.10	100.00
ZMYM1=HsaEX0072878	87.21	92.21	84.98	85.67	98.07	100.00	91.76	100.00	90.39	90.97	85.88	93.89
ZSCAN26=HsaEX0073094	31.78	37.25	33.33	23.81	25.15	26.47	25.93	21.95	NA	21.74	NA	16.98
KIAA1671=HsaEX0034228	58.21	NA	NA	NA	58.73	65.52	NA	NA	45.71	35.48	NA	NA
KIAA1671=HsaEX0034230	100.00	100.00	100.00	100.00	95.74	94.87	92.00	100.00	90.59	100.00	77.78	100.00
PGAP1=HsaEX0046780	83.37	NA	NA	82.85	86.59	100.00	NA	91.76	87.79	NA	100.00	NA
PGAP1=HsaEX0046781	73.93	NA	NA	81.34	57.92	NA	NA	NA	60.26	NA	NA	NA
PGAP1=HsaEX0046778	100.00	NA	NA	NA	94.61	100.00	87.60	NA	93.16	93.81	87.93	100.00
LRRC8B=HsaEX0036702	17.16	NA	16.67	NA	30.00	NA	NA	NA	NA	NA	NA	NA
MIRLET7BHG=HsaEX0055288	95.72	94.65	91.88	100.00	95.84	93.83	93.21	100.00	93.52	100.00	100.00	82.15
KANK2=HsaEX0032849	50.91	NA	NA	47.62	57.89	58.33	NA	NA	53.38	NA	41.82	NA
SYNGAP1=HsaEX1039785	16.28	NA	12.00	NA	28.57	NA	NA	NA	14.29	NA	0.00	NA
ZNF720=HsaEX1045436	2.78	NA	0.78	7.82	3.57	1.52	NA	16.94	1.75	0.00	7.31	1.65
CTC-499B15.5=HsaEX1010200	97.22	NA	NA	NA	100.00	NA	NA	NA	81.54	NA	NA	NA
ADARB1=HsaEX0002643	31.41	24.11	34.58	35.19	24.79	26.97	34.04	16.40	22.83	12.81	31.80	NA
ADARB1=HsaEX0002628	37.04	NA	NA	NA	54.17	NA	NA	NA	38.78	NA	NA	NA
ADARB1=HsaEX0002629	56.76	NA	53.33	NA	75.01	80.02	82.86	NA	53.25	NA	NA	NA
ADARB1=HsaEX0002626	67.16	67.44	58.49	78.95	79.49	83.05	79.31	74.36	66.43	65.96	60.71	75.00
ZNF860=HsaEX0074464	18.18	28.57	8.33	16.67	13.73	7.69	13.33	21.21	11.71	NA	8.11	7.69
C5AR1=HsaEX1006463	76.74	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
MAP3K5=HsaEX0037580	96.36	93.75	94.29	100.00	92.31	91.11	92.59	93.75	76.47	84.00	64.29	81.25
PDGFA=HsaEX0046322	81.82	NA	NA	NA	77.46	90.48	78.57	NA	85.96	90.48	NA	84.00
ATG7=HsaEX0006657	7.41	8.33	9.09	5.71	16.92	25.42	9.59	17.46	8.33	3.85	7.37	15.56
ATG7=HsaEX0006658	14.65	7.69	21.95	15.62	24.17	32.39	20.55	19.40	15.27	15.25	14.29	17.39
SIPA1L1=HsaEX0058393	7.67	1.75	12.59	11.21	8.02	7.97	4.53	13.16	NA	3.81	6.68	21.36
SIPA1L1=HsaEX0058389	38.57	26.32	54.55	38.46	25.34	21.24	23.53	34.48	31.65	28.30	33.33	33.33
RAB40C=HsaEX0051706	68.83	74.02	75.20	55.98	61.69	58.53	62.08	68.08	70.90	68.23	74.64	68.08
COL4A6=HsaEX0016599	96.18	91.21	NA	NA	91.18	80.37	100.00	100.00	95.76	NA	NA	NA
COL4A6=HsaEX0016601	79.51	NA	NA	NA	84.84	92.50	NA	NA	79.92	74.55	82.82	NA
ENTPD6=HsaEX0022556	86.14	90.34	82.22	86.69	78.89	81.46	79.91	73.52	89.97	93.72	89.91	86.39
ENTPD6=HsaEX0022560	80.73	80.53	82.25	79.43	85.05	85.74	82.16	86.93	73.28	72.50	68.49	77.61
ENTPD6=HsaEX0022558	48.61	42.57	51.72	50.94	57.43	67.35	52.20	51.02	58.25	56.52	70.37	51.61
C5orf42=HsaEX0011167	93.24	85.00	100.00	93.94	90.96	82.86	96.15	96.36	91.49	86.96	85.00	100.00
C5orf42=HsaEX0011170	96.19	100.00	100.00	90.37	94.56	90.89	100.00	96.26	90.51	92.49	95.97	82.18
MFAP5=HsaEX0038960	57.57	NA	NA	NA	72.26	72.12	NA	NA	55.91	NA	NA	NA
MFAP5=HsaEX0038957	14.96	14.53	19.65	11.26	10.37	11.47	13.09	6.91	5.81	0.00	9.04	7.54
MFAP5=HsaEX0038956	81.30	86.88	70.35	92.92	91.11	NA	NA	NA	56.64	NA	NA	NA
SLC9A8=HsaEX0060071	92.73	90.91	NA	100.00	94.94	NA	92.59	100.00	85.92	91.67	83.33	NA
ZNF311=HsaEX1044989	12.48	12.44	0.00	19.10	NA	33.05	13.09	24.71	NA	31.15	30.03	14.97
FCHSD1=HsaEX0025442	74.62	72.15	66.67	88.57	78.95	77.78	83.78	76.47	93.28	87.88	90.48	100.00
FCHSD1=HsaEX0025443	98.00	100.00	95.35	100.00	93.45	90.48	100.00	90.79	91.75	81.25	100.00	94.59
FCHSD1=HsaEX0025440	38.32	41.18	25.71	47.37	21.85	25.00	20.00	20.00	26.96	42.11	13.04	29.03
VPS13A=HsaEX0070432	85.71	72.97	94.44	88.68	91.61	87.69	100.00	92.31	87.10	86.05	86.67	90.00
IRAK4=HsaEX0032202	28.21	18.52	33.33	NA	26.32	31.71	15.15	NA	30.10	28.57	20.00	NA
IRAK4=HsaEX0032206	57.76	37.78	61.39	75.21	53.32	53.95	49.28	56.44	61.02	54.84	76.21	53.84
NUP62CL=HsaEX0044384	87.10	100.00	NA	NA	80.39	70.83	92.00	86.21	90.80	93.10	85.19	93.55
SFI1=HsaEX1036686	14.60	21.15	8.19	14.00	13.01	21.11	6.98	10.88	13.36	15.14	21.11	3.63
SFI1=HsaEX0057599	86.52	100.00	89.73	75.14	82.14	75.35	87.88	89.19	84.73	72.73	100.00	83.33
SFI1=HsaEX0057600	89.78	100.00	93.19	82.92	86.09	80.80	87.23	94.29	86.44	80.00	100.00	82.86
ZNF248=HsaEX0073243	2.33	NA	0.00	0.00	5.69	2.33	2.04	16.13	5.75	7.14	0.00	11.11
SZT2=HsaEX0010332	93.33	83.33	100.00	100.00	95.06	88.57	100.00	100.00	92.31	NA	100.00	88.89
SZT2=HsaEX1039866	NA	NA	NA	NA	18.18	4.76	NA	NA	28.57	NA	NA	NA
RPS6KL1=HsaEX0055666	51.55	NA	NA	NA	19.65	20.10	21.76	16.73	25.45	21.43	NA	NA
RPS6KL1=HsaEX0055670	NA	NA	NA	NA	72.66	NA	NA	NA	59.53	NA	NA	NA
CSF2RA=HsaEX0017444	84.13	NA	75.28	88.57	94.39	95.12	100.00	87.83	91.04	85.71	100.00	86.67
CSF2RA=HsaEX0017447	25.82	NA	NA	NA	15.62	6.05	5.26	NA	14.54	12.40	23.10	10.30
SLC29A3=HsaEX0059264	90.91	76.92	94.59	100.00	94.92	88.89	100.00	100.00	96.15	90.24	100.00	100.00
TMEM116=HsaEX0065392	20.81	NA	NA	NA	12.82	7.24	NA	NA	3.12	NA	NA	NA
TMEM116=HsaEX0065395	72.29	NA	64.71	80.00	78.32	85.00	NA	NA	83.33	NA	NA	NA
TMEM116=HsaEX0065397	12.44	NA	18.90	4.35	6.54	6.76	NA	NA	11.19	NA	NA	NA
TMEM116=HsaEX0065400	88.06	NA	NA	NA	94.38	100.00	NA	NA	88.94	NA	NA	NA
TMEM116=HsaEX0065401	11.89	NA	NA	NA	7.58	0.00	NA	NA	8.96	NA	NA	NA
TMEM116=HsaEX0065402	35.04	NA	NA	NA	21.64	NA	NA	NA	18.48	NA	NA	NA
ZKSCAN8=HsaEX0073145	18.52	17.39	23.81	13.21	20.40	29.87	9.43	18.31	10.71	7.53	16.36	10.53
HYLS1=HsaEX0030775	67.84	NA	NA	NA	50.62	NA	NA	NA	NA	NA	NA	NA
SPRED2=HsaEX1038817	NA	8.33	25.01	NA	NA	14.57	12.36	14.08	NA	18.20	7.22	9.97
SPRED2=HsaEX0061524	91.55	100.00	88.27	87.10	84.32	80.80	77.62	100.00	87.49	91.08	88.59	84.00
WWP2=HsaEX0071694	32.91	33.33	27.84	37.93	29.55	38.98	18.03	32.14	26.83	26.09	31.58	23.08
ZNF26=HsaEX0073272	61.40	NA	51.02	66.67	57.98	72.55	47.37	NA	61.11	50.00	60.00	75.76
ITSN2=HsaEX0032622	14.78	15.56	13.51	15.15	13.82	26.83	14.29	3.70	14.53	6.67	16.67	17.95
ZNF583=HsaEX0073991	NA	NA	NA	NA	8.70	NA	NA	NA	0.00	NA	NA	NA
ZNF789=HsaEX0074369	97.22	100.00	100.00	90.48	89.29	89.74	82.35	94.87	90.65	88.57	95.24	86.67
ZNF789=HsaEX0074370	21.62	NA	14.29	NA	21.43	30.00	11.11	22.22	21.43	17.65	20.00	26.32
LRBA=HsaEX0036322	100.00	100.00	100.00	100.00	97.87	94.29	100.00	100.00	94.20	100.00	100.00	82.61
