TAF2_EX_UPDO_GENE	TAF2_IN_UPDO_GENE	dIDR_EX_UPDO_GENE	dIDR_IN_UPDO_GENE	SRRM2_EX_UPDO_GENE	SRRM2_IN_UPDO_GENE	BG_GENEs
NA	NA	NA	NA	NA	NA	RPLP2
NA	NA	NA	NA	NA	NA	GBA1
NA	NA	NA	NA	NA	NA	IL17RA
NA	NA	NA	NA	NA	NA	PNPLA2
NA	NA	NA	NA	NA	NA	AGTRAP
NA	NA	NA	NA	NA	NA	THAP5
NA	NA	NA	NA	NA	NA	POLR2L
NA	NA	NA	NA	NA	NA	FAM20C
NA	NA	NA	NA	NA	NA	NECTIN3
NA	NA	NA	NA	NA	NA	TENM3-AS1
NA	NA	NA	NA	NA	NA	ZNF620
NA	NA	NA	NA	NA	NA	TMEM187
NA	NA	NA	NA	NA	NA	AP3S1
NA	NA	NA	NA	NA	NA	GRB2
NA	NA	NA	NA	NA	NA	UBE2N
NA	NA	NA	NA	NA	NA	ARL6IP6
NA	NA	NA	NA	NA	NA	CENPBD1P
NA	NA	NA	NA	NA	NA	BET1L
NA	NA	NA	NA	NA	NA	RPS27
NA	NA	NA	NA	NA	NA	CIMAP1B
NA	NA	NA	NA	NA	NA	DPY19L2
NA	NA	NA	NA	NA	NA	DMAP1
NA	NA	NA	NA	NA	NA	NDUFAF3
NA	NA	NA	NA	NA	NA	BOLA1
NA	NA	NA	NA	NA	NA	PDE4DIP
NA	NA	NA	NA	NA	NA	DDX10
NA	NA	NA	NA	NA	NA	DALRD3
NA	NA	NA	NA	NA	NA	ZNF114
NA	NA	NA	NA	NA	NA	SPINK6
NA	NA	NA	NA	NA	NA	PARD6G
NA	NA	NA	NA	NA	NA	SH2B1
NA	NA	NA	NA	NA	NA	POGLUT3
NA	NA	NA	NA	NA	NA	WDR6
NA	NA	NA	NA	NA	NA	TMEM11
NA	NA	NA	NA	NA	NA	ZNF354B
NA	NA	NA	NA	NA	NA	ZFAND2A
NA	NA	NA	NA	NA	NA	FAM220A
NA	NA	NA	NA	NA	NA	DNAJC22
NA	NA	NA	NA	NA	NA	TIMM23B-AGAP6
NA	NA	NA	NA	NA	NA	COX14
NA	NA	NA	NA	NA	NA	DTX3
NA	NA	NA	NA	NA	NA	KLHL11
NA	NA	NA	NA	NA	NA	CTXN1
NA	NA	NA	NA	NA	NA	CTNNBIP1
NA	NA	NA	NA	NA	NA	SUZ12
NA	NA	NA	NA	NA	NA	NSUN3
NA	NA	NA	NA	NA	NA	COX5A
NA	NA	NA	NA	NA	NA	ERFE
NA	NA	NA	NA	NA	NA	C5orf46
NA	NA	NA	NA	NA	NA	TMEM52
NA	NA	NA	NA	NA	NA	EFCAB13
NA	NA	NA	NA	NA	NA	EXOSC4
NA	NA	NA	NA	NA	NA	DPY19L3
NA	NA	NA	NA	NA	NA	ZNF852
NA	NA	NA	NA	NA	NA	HYI
NA	NA	NA	NA	NA	NA	CYBC1
NA	NA	NA	NA	NA	NA	ZNF552
NA	NA	NA	NA	NA	NA	ZBTB7A
NA	NA	NA	NA	NA	NA	RMI1
NA	NA	NA	NA	NA	NA	FBXO34
NA	NA	NA	NA	NA	NA	SELENOW
NA	NA	NA	NA	NA	NA	EIF3K
NA	NA	NA	NA	NA	NA	MRFAP1L1
NA	NA	NA	NA	NA	NA	SNX18
NA	NA	NA	NA	NA	NA	MRFAP1
NA	NA	NA	NA	NA	NA	TMEM107
NA	NA	NA	NA	NA	NA	RCC2
NA	NA	NA	NA	NA	NA	ZFP42
NA	NA	NA	NA	NA	NA	DPM3
NA	NA	NA	NA	NA	NA	CYC1
NA	NA	NA	NA	NA	NA	HES7
NA	NA	NA	NA	NA	NA	SPTY2D1
NA	NA	NA	NA	NA	NA	EDC3
NA	NA	NA	NA	NA	NA	TCAIM
NA	NA	NA	NA	NA	NA	FUCA1
NA	NA	NA	NA	NA	NA	ZNF664
NA	NA	NA	NA	NA	NA	LDLRAD3
NA	NA	NA	NA	NA	NA	GADD45GIP1
NA	NA	NA	NA	NA	NA	PTPN11
NA	NA	NA	NA	NA	NA	FAM156B
NA	NA	NA	NA	NA	NA	WSCD1
NA	NA	NA	NA	NA	NA	GATA2
NA	NA	NA	NA	NA	NA	ARID3B
NA	NA	NA	NA	NA	NA	PACS2
NA	NA	NA	NA	NA	NA	GEMIN4
NA	NA	NA	NA	NA	NA	KLHL28
NA	NA	NA	NA	NA	NA	MKRN3
NA	NA	NA	NA	NA	NA	C14orf28
NA	NA	NA	NA	NA	NA	GCC1
NA	NA	NA	NA	NA	NA	PLD6
NA	NA	NA	NA	NA	NA	CDC42EP4
NA	NA	NA	NA	NA	NA	ZBTB42
NA	NA	NA	NA	NA	NA	APOBEC3B
NA	NA	NA	NA	NA	NA	SERTAD2
NA	NA	NA	NA	NA	NA	GIPC3
NA	NA	NA	NA	NA	NA	RNF227
NA	NA	NA	NA	NA	NA	ABCA13
NA	NA	NA	NA	NA	NA	PDXDC1
NA	NA	NA	NA	NA	NA	ZNF784
NA	NA	NA	NA	NA	NA	C14orf119
NA	NA	NA	NA	NA	NA	BBS10
NA	NA	NA	NA	NA	NA	FIZ1
NA	NA	NA	NA	NA	NA	PUF60
NA	NA	NA	NA	NA	NA	DCTPP1
NA	NA	NA	NA	NA	NA	ZNF771
NA	NA	NA	NA	NA	NA	PSTK
NA	NA	NA	NA	NA	NA	SOCS4
NA	NA	NA	NA	NA	NA	GARIN5B
NA	NA	NA	NA	NA	NA	C3orf80
NA	NA	NA	NA	NA	NA	SEPTIN1
NA	NA	NA	NA	NA	NA	TRNAU1AP
NA	NA	NA	NA	NA	NA	PRKRA
NA	NA	NA	NA	NA	NA	ZNRF2
NA	NA	NA	NA	NA	NA	ZNF816
NA	NA	NA	NA	NA	NA	FGD6
NA	NA	NA	NA	NA	NA	ALX1
NA	NA	NA	NA	NA	NA	CCDC43
NA	NA	NA	NA	NA	NA	TIGD2
NA	NA	NA	NA	NA	NA	PAK2
NA	NA	NA	NA	NA	NA	MCFD2
NA	NA	NA	NA	NA	NA	HARBI1
NA	NA	NA	NA	NA	NA	NRIP1
NA	NA	NA	NA	NA	NA	RNF182
NA	NA	NA	NA	NA	NA	H2AC6
NA	NA	NA	NA	NA	NA	H2BC4
NA	NA	NA	NA	NA	NA	MB21D2
NA	NA	NA	NA	NA	NA	ZNF594
NA	NA	NA	NA	NA	NA	PCGF5
NA	NA	NA	NA	NA	NA	YOD1
NA	NA	NA	NA	NA	NA	TMEM64
NA	NA	NA	NA	NA	NA	GPR157
NA	NA	NA	NA	NA	NA	ARSJ
NA	NA	NA	NA	NA	NA	MAP3K15
NA	NA	NA	NA	NA	NA	HOXC10
NA	NA	NA	NA	NA	NA	PSMG4
NA	NA	NA	NA	NA	NA	MAP6D1
NA	NA	NA	NA	NA	NA	GREM2
NA	NA	NA	NA	NA	NA	SSR4
NA	NA	NA	NA	NA	NA	KCTD2
NA	NA	NA	NA	NA	NA	OXTR
NA	NA	NA	NA	NA	NA	CMTR2
NA	NA	NA	NA	NA	NA	ST20
NA	NA	NA	NA	NA	NA	PITPNB
NA	NA	NA	NA	NA	NA	LRRC57
NA	NA	NA	NA	NA	NA	MRPL14
NA	NA	NA	NA	NA	NA	BBS12
NA	NA	NA	NA	NA	NA	LSMEM1
NA	NA	NA	NA	NA	NA	NQO1
NA	NA	NA	NA	NA	NA	AEN
NA	NA	NA	NA	NA	NA	TRAPPC5
NA	NA	NA	NA	NA	NA	METTL23
NA	NA	NA	NA	NA	NA	HIGD1A
NA	NA	NA	NA	NA	NA	F2R
NA	NA	NA	NA	NA	NA	ZNF707
NA	NA	NA	NA	NA	NA	NPM1
NA	NA	NA	NA	NA	NA	PJA1
NA	NA	NA	NA	NA	NA	TLCD5
NA	NA	NA	NA	NA	NA	TMEM102
NA	NA	NA	NA	NA	NA	ZNF322
NA	NA	NA	NA	NA	NA	OGFOD3
NA	NA	NA	NA	NA	NA	DDN
NA	NA	NA	NA	NA	NA	ZBTB2
NA	NA	NA	NA	NA	NA	LINC03040
NA	NA	NA	NA	NA	NA	ZFP41
NA	NA	NA	NA	NA	NA	PHLDA2
NA	NA	NA	NA	NA	NA	ZNF875
NA	NA	NA	NA	NA	NA	YIPF6
NA	NA	NA	NA	NA	NA	DIPK2A
NA	NA	NA	NA	NA	NA	MACIR
NA	NA	NA	NA	NA	NA	AMIGO1
NA	NA	NA	NA	NA	NA	SIAH2
NA	NA	NA	NA	NA	NA	LINC00471
NA	NA	NA	NA	NA	NA	LSM10
NA	NA	NA	NA	NA	NA	SLC35C1
NA	NA	NA	NA	NA	NA	ZNF329
NA	NA	NA	NA	NA	NA	ZNF101
NA	NA	NA	NA	NA	NA	COA4
NA	NA	NA	NA	NA	NA	GINS3
NA	NA	NA	NA	NA	NA	SNRPE
NA	NA	NA	NA	NA	NA	RTKN2
NA	NA	NA	NA	NA	NA	CHST15
NA	NA	NA	NA	NA	NA	GET1
NA	NA	NA	NA	NA	NA	DEXI
NA	NA	NA	NA	NA	NA	NOP10
NA	NA	NA	NA	NA	NA	FAM89A
NA	NA	NA	NA	NA	NA	IST1
NA	NA	NA	NA	NA	NA	MRPL41
NA	NA	NA	NA	NA	NA	TP53TG1
NA	NA	NA	NA	NA	NA	TSEN54
NA	NA	NA	NA	NA	NA	MRPS16
NA	NA	NA	NA	NA	NA	RAD51B
NA	NA	NA	NA	NA	NA	LDOC1
NA	NA	NA	NA	NA	NA	EXT1
NA	NA	NA	NA	NA	NA	MOB2
NA	NA	NA	NA	NA	NA	ATP6AP2
NA	NA	NA	NA	NA	NA	CYB5D1
NA	NA	NA	NA	NA	NA	BACE2
NA	NA	NA	NA	NA	NA	UBE2E2
NA	NA	NA	NA	NA	NA	SYNM
NA	NA	NA	NA	NA	NA	FIGN
NA	NA	NA	NA	NA	NA	AP1S2
NA	NA	NA	NA	NA	NA	C8orf33
NA	NA	NA	NA	NA	NA	SPACA6
NA	NA	NA	NA	NA	NA	C1S
NA	NA	NA	NA	NA	NA	KBTBD3
NA	NA	NA	NA	NA	NA	YBEY
NA	NA	NA	NA	NA	NA	CLN8
NA	NA	NA	NA	NA	NA	TRAPPC6B
NA	NA	NA	NA	NA	NA	NPLOC4
NA	NA	NA	NA	NA	NA	TEX19
NA	NA	NA	NA	NA	NA	KPNA2
NA	NA	NA	NA	NA	NA	FES
NA	NA	NA	NA	NA	NA	GLRX5
NA	NA	NA	NA	NA	NA	MXRA7
NA	NA	NA	NA	NA	NA	LIMK2
NA	NA	NA	NA	NA	NA	MFSD5
NA	NA	NA	NA	NA	NA	RWDD4
NA	NA	NA	NA	NA	NA	SNORC
NA	NA	NA	NA	NA	NA	TSPAN10
NA	NA	NA	NA	NA	NA	SKA2
NA	NA	NA	NA	NA	NA	GALR2
NA	NA	NA	NA	NA	NA	CMC4
NA	NA	NA	NA	NA	NA	ANXA2
NA	NA	NA	NA	NA	NA	HOXB4
NA	NA	NA	NA	NA	NA	NGRN
NA	NA	NA	NA	NA	NA	RPS17
NA	NA	NA	NA	NA	NA	CRIP2
NA	NA	NA	NA	NA	NA	HAPSTR1
NA	NA	NA	NA	NA	NA	ALG12
NA	NA	NA	NA	NA	NA	PRKCZ-AS1
NA	NA	NA	NA	NA	NA	RPL35A
NA	NA	NA	NA	NA	NA	C11orf54
NA	NA	NA	NA	NA	NA	CEP63
NA	NA	NA	NA	NA	NA	SRPRA
NA	NA	NA	NA	NA	NA	HMGN4
NA	NA	NA	NA	NA	NA	SPATA13
NA	NA	NA	NA	NA	NA	GJC1
NA	NA	NA	NA	NA	NA	CNOT10
NA	NA	NA	NA	NA	NA	C12orf60
NA	NA	NA	NA	NA	NA	NAA38
NA	NA	NA	NA	NA	NA	AP2A2
NA	NA	NA	NA	NA	NA	NKX2-5
NA	NA	NA	NA	NA	NA	AFMID
NA	NA	NA	NA	NA	NA	CEP57L1
NA	NA	NA	NA	NA	NA	RABIF
NA	NA	NA	NA	NA	NA	SMDT1
NA	NA	NA	NA	NA	NA	LINC01547
NA	NA	NA	NA	NA	NA	PTTG1IP
NA	NA	NA	NA	NA	NA	DDX41
NA	NA	NA	NA	NA	NA	DAZAP2
NA	NA	NA	NA	NA	NA	SELENOF
NA	NA	NA	NA	NA	NA	MAGEA2B
NA	NA	NA	NA	NA	NA	ZNF623
NA	NA	NA	NA	NA	NA	JRKL
NA	NA	NA	NA	NA	NA	BRD10
NA	NA	NA	NA	NA	NA	SF3A3
NA	NA	NA	NA	NA	NA	TREX2
NA	NA	NA	NA	NA	NA	MEX3B
NA	NA	NA	NA	NA	NA	COA5
NA	NA	NA	NA	NA	NA	PRR14L
NA	NA	NA	NA	NA	NA	SETD3
NA	NA	NA	NA	NA	NA	ZNRF3
NA	NA	NA	NA	NA	NA	MRPL54
NA	NA	NA	NA	NA	NA	ZNF438
NA	NA	NA	NA	NA	NA	HMCES
NA	NA	NA	NA	NA	NA	DGCR6
NA	NA	NA	NA	NA	NA	ZNF530
NA	NA	NA	NA	NA	NA	NDUFB1
NA	NA	NA	NA	NA	NA	KLHL25
NA	NA	NA	NA	NA	NA	GUSBP1
NA	NA	NA	NA	NA	NA	RFLNB
NA	NA	NA	NA	NA	NA	UPP1
NA	NA	NA	NA	NA	NA	TRIM52
NA	NA	NA	NA	NA	NA	CMTM4
NA	NA	NA	NA	NA	NA	TMEM50A
NA	NA	NA	NA	NA	NA	CBX6
NA	NA	NA	NA	NA	NA	ZNF703
NA	NA	NA	NA	NA	NA	TUBA8
NA	NA	NA	NA	NA	NA	NPIPA5
NA	NA	NA	NA	NA	NA	BTBD9
NA	NA	NA	NA	NA	NA	TOB2
NA	NA	NA	NA	NA	NA	TTC32
NA	NA	NA	NA	NA	NA	PRKX
NA	NA	NA	NA	NA	NA	KMT5A
NA	NA	NA	NA	NA	NA	COA3
NA	NA	NA	NA	NA	NA	PTP4A2
NA	NA	NA	NA	NA	NA	ACTG1
NA	NA	NA	NA	NA	NA	DIABLO
NA	NA	NA	NA	NA	NA	UQCR10
NA	NA	NA	NA	NA	NA	LRRC51
NA	NA	NA	NA	NA	NA	NR2C2AP
NA	NA	NA	NA	NA	NA	SCFD2
NA	NA	NA	NA	NA	NA	UBE2F
NA	NA	NA	NA	NA	NA	KCNJ12
NA	NA	NA	NA	NA	NA	PPP1R2
NA	NA	NA	NA	NA	NA	TSPYL2
NA	NA	NA	NA	NA	NA	PGP
NA	NA	NA	NA	NA	NA	C22orf46P
NA	NA	NA	NA	NA	NA	SNRNP35
NA	NA	NA	NA	NA	NA	CMSS1
NA	NA	NA	NA	NA	NA	PCDH9
NA	NA	NA	NA	NA	NA	OAF
NA	NA	NA	NA	NA	NA	ALDH1A3
NA	NA	NA	NA	NA	NA	TM2D3
NA	NA	NA	NA	NA	NA	TSSC4
NA	NA	NA	NA	NA	NA	PKP3
NA	NA	NA	NA	NA	NA	ACTRT3
NA	NA	NA	NA	NA	NA	TOP1MT
NA	NA	NA	NA	NA	NA	THAP7
NA	NA	NA	NA	NA	NA	FOXO4
NA	NA	NA	NA	NA	NA	PTP4A3
NA	NA	NA	NA	NA	NA	ZFP1
NA	NA	NA	NA	NA	NA	CEND1
NA	NA	NA	NA	NA	NA	SOCS3
NA	NA	NA	NA	NA	NA	XPOT
NA	NA	NA	NA	NA	NA	SNN
NA	NA	NA	NA	NA	NA	SEPTIN9
NA	NA	NA	NA	NA	NA	AMER1
NA	NA	NA	NA	NA	NA	SEPTIN5
NA	NA	NA	NA	NA	NA	LRRC26
NA	NA	NA	NA	NA	NA	RNLS
NA	NA	NA	NA	NA	NA	PRR16
NA	NA	NA	NA	NA	NA	TMED9
NA	NA	NA	NA	NA	NA	TMEM186
NA	NA	NA	NA	NA	NA	ARMCX2
NA	NA	NA	NA	NA	NA	BTBD6
NA	NA	NA	NA	NA	NA	RBM43
NA	NA	NA	NA	NA	NA	PTRHD1
NA	NA	NA	NA	NA	NA	ZFP90
NA	NA	NA	NA	NA	NA	NOC4L
NA	NA	NA	NA	NA	NA	NDUFA6
NA	NA	NA	NA	NA	NA	TMEM121
NA	NA	NA	NA	NA	NA	SIVA1
NA	NA	NA	NA	NA	NA	BRI3BP
NA	NA	NA	NA	NA	NA	F8
NA	NA	NA	NA	NA	NA	MAFF
NA	NA	NA	NA	NA	NA	BRF1
NA	NA	NA	NA	NA	NA	CIB1
NA	NA	NA	NA	NA	NA	NELFA
NA	NA	NA	NA	NA	NA	FLRT2
NA	NA	NA	NA	NA	NA	INTS5
NA	NA	NA	NA	NA	NA	RPS27L
NA	NA	NA	NA	NA	NA	PURA
NA	NA	NA	NA	NA	NA	LINC00482
NA	NA	NA	NA	NA	NA	SIGIRR
NA	NA	NA	NA	NA	NA	ZNF445
NA	NA	NA	NA	NA	NA	PGBD2
NA	NA	NA	NA	NA	NA	TCEAL9
NA	NA	NA	NA	NA	NA	ZNF74
NA	NA	NA	NA	NA	NA	UBALD2
NA	NA	NA	NA	NA	NA	ZBTB37
NA	NA	NA	NA	NA	NA	TNFAIP8L1
NA	NA	NA	NA	NA	NA	SP140L
NA	NA	NA	NA	NA	NA	TARS3
NA	NA	NA	NA	NA	NA	SMYD3
NA	NA	NA	NA	NA	NA	TMT1A
NA	NA	NA	NA	NA	NA	SH3BGR
NA	NA	NA	NA	NA	NA	TMEM179B
NA	NA	NA	NA	NA	NA	PARPBP
NA	NA	NA	NA	NA	NA	FAAP100
NA	NA	NA	NA	NA	NA	BRCC3
NA	NA	NA	NA	NA	NA	LMNTD2
NA	NA	NA	NA	NA	NA	NR2F2
NA	NA	NA	NA	NA	NA	SP1
NA	NA	NA	NA	NA	NA	MRPL40
NA	NA	NA	NA	NA	NA	P4HB
NA	NA	NA	NA	NA	NA	ZFP36L1
NA	NA	NA	NA	NA	NA	UBE2L3
NA	NA	NA	NA	NA	NA	ZBTB3
NA	NA	NA	NA	NA	NA	EP400P1
NA	NA	NA	NA	NA	NA	PRAME
NA	NA	NA	NA	NA	NA	MOSMO
NA	NA	NA	NA	NA	NA	DRG1
NA	NA	NA	NA	NA	NA	YTHDF3
NA	NA	NA	NA	NA	NA	ZNF696
NA	NA	NA	NA	NA	NA	IFIT1
NA	NA	NA	NA	NA	NA	MORF4L1
NA	NA	NA	NA	NA	NA	WDR53
NA	NA	NA	NA	NA	NA	SLC52A2
NA	NA	NA	NA	NA	NA	PIGP
NA	NA	NA	NA	NA	NA	NAT8L
NA	NA	NA	NA	NA	NA	GNB1L
NA	NA	NA	NA	NA	NA	DNAH14
NA	NA	NA	NA	NA	NA	THNSL1
NA	NA	NA	NA	NA	NA	TRIM69
NA	NA	NA	NA	NA	NA	ATP6V0C
NA	NA	NA	NA	NA	NA	LAMP1
NA	NA	NA	NA	NA	NA	POMK
NA	NA	NA	NA	NA	NA	KLHDC8B
NA	NA	NA	NA	NA	NA	ZNF267
NA	NA	NA	NA	NA	NA	IRS2
NA	NA	NA	NA	NA	NA	BICD2
NA	NA	NA	NA	NA	NA	RASA3
NA	NA	NA	NA	NA	NA	NDUFA13
NA	NA	NA	NA	NA	NA	ZNF566
NA	NA	NA	NA	NA	NA	ZNF225-AS1
NA	NA	NA	NA	NA	NA	ZNF529
NA	NA	NA	NA	NA	NA	ZNF284
NA	NA	NA	NA	NA	NA	AIDA
NA	NA	NA	NA	NA	NA	CDIN1
NA	NA	NA	NA	NA	NA	NBPF6
NA	NA	NA	NA	NA	NA	GSAP
NA	NA	NA	NA	NA	NA	ZBTB6
NA	NA	NA	NA	NA	NA	C2orf76
NA	NA	NA	NA	NA	NA	POLR1D
NA	NA	NA	NA	NA	NA	SAPCD2
NA	NA	NA	NA	NA	NA	ZNF749
NA	NA	NA	NA	NA	NA	TOR3A
NA	NA	NA	NA	NA	NA	RXRA
NA	NA	NA	NA	NA	NA	ZNF75D
NA	NA	NA	NA	NA	NA	NKRF
NA	NA	NA	NA	NA	NA	KPNA4
NA	NA	NA	NA	NA	NA	ZNF197
NA	NA	NA	NA	NA	NA	RPS23
NA	NA	NA	NA	NA	NA	BTN3A2
NA	NA	NA	NA	NA	NA	INSIG1
NA	NA	NA	NA	NA	NA	SEPTIN10
NA	NA	NA	NA	NA	NA	SMYD4
NA	NA	NA	NA	NA	NA	GPATCH8
NA	NA	NA	NA	NA	NA	SMIM29
NA	NA	NA	NA	NA	NA	UBE2H
NA	NA	NA	NA	NA	NA	KTN1-AS1
NA	NA	NA	NA	NA	NA	KIF24
NA	NA	NA	NA	NA	NA	PRR5
NA	NA	NA	NA	NA	NA	ZFP91
NA	NA	NA	NA	NA	NA	BCDIN3D
NA	NA	NA	NA	NA	NA	LYRM7
NA	NA	NA	NA	NA	NA	SPIN2B
NA	NA	NA	NA	NA	NA	ZSCAN30
NA	NA	NA	NA	NA	NA	TRABD2A
NA	NA	NA	NA	NA	NA	POFUT2
NA	NA	NA	NA	NA	NA	TMEM17
NA	NA	NA	NA	NA	NA	C1QL4
NA	NA	NA	NA	NA	NA	RTN4RL2
NA	NA	NA	NA	NA	NA	ZDHHC17
NA	NA	NA	NA	NA	NA	PTRH1
NA	NA	NA	NA	NA	NA	TMEM216
NA	NA	NA	NA	NA	NA	RPS19BP1
NA	NA	NA	NA	NA	NA	MITF
NA	NA	NA	NA	NA	NA	NAP1L1
NA	NA	NA	NA	NA	NA	CMC1
NA	NA	NA	NA	NA	NA	LYPD6
NA	NA	NA	NA	NA	NA	ZNF546
NA	NA	NA	NA	NA	NA	MT1X
NA	NA	NA	NA	NA	NA	FNBP1
NA	NA	NA	NA	NA	NA	EPOR
NA	NA	NA	NA	NA	NA	LUZP2
NA	NA	NA	NA	NA	NA	SIRT7
NA	NA	NA	NA	NA	NA	NANOS3
NA	NA	NA	NA	NA	NA	TET3
NA	NA	NA	NA	NA	NA	ZNF286A
NA	NA	NA	NA	NA	NA	ISG15
NA	NA	NA	NA	NA	NA	LIAT1
NA	NA	NA	NA	NA	NA	DHRS4L2
NA	NA	NA	NA	NA	NA	SAMD11
NA	NA	NA	NA	NA	NA	AMTN
NA	NA	NA	NA	NA	NA	TCEA1
NA	NA	NA	NA	NA	NA	NHEJ1
NA	NA	NA	NA	NA	NA	SEMA4D
NA	NA	NA	NA	NA	NA	ZNF70
NA	NA	NA	NA	NA	NA	PEAR1
NA	NA	NA	NA	NA	NA	ZFP69B
NA	NA	NA	NA	NA	NA	ZFP69
NA	NA	NA	NA	NA	NA	PLSCR3
NA	NA	NA	NA	NA	NA	EIF4EBP1
NA	NA	NA	NA	NA	NA	CCDC157
NA	NA	NA	NA	NA	NA	PALM3
NA	NA	NA	NA	NA	NA	DMBT1
NA	NA	NA	NA	NA	NA	LCN10
NA	NA	NA	NA	NA	NA	FAM230D
NA	NA	NA	NA	NA	NA	MORN2
NA	NA	NA	NA	NA	NA	S100A3
NA	NA	NA	NA	NA	NA	RILPL1
NA	NA	NA	NA	NA	NA	ZNF490
NA	NA	NA	NA	NA	NA	RAB42
NA	NA	NA	NA	NA	NA	WNT7B
NA	NA	NA	NA	NA	NA	ZFTA
NA	NA	NA	NA	NA	NA	LAMTOR4
NA	NA	NA	NA	NA	NA	TUBB4B
NA	NA	NA	NA	NA	NA	AGAP4
NA	NA	NA	NA	NA	NA	SLC9A3-OT1
NA	NA	NA	NA	NA	NA	COMMD6
NA	NA	NA	NA	NA	NA	ZNF383
NA	NA	NA	NA	NA	NA	HES4
NA	NA	NA	NA	NA	NA	ZNF669
NA	NA	NA	NA	NA	NA	CENPP
NA	NA	NA	NA	NA	NA	GTF2F2
NA	NA	NA	NA	NA	NA	CIBAR1
NA	NA	NA	NA	NA	NA	PRR19
NA	NA	NA	NA	NA	NA	CHM
NA	NA	NA	NA	NA	NA	BLOC1S5
NA	NA	NA	NA	NA	NA	NDOR1
NA	NA	NA	NA	NA	NA	CLN3
NA	NA	NA	NA	NA	NA	SUMO2
NA	NA	NA	NA	NA	NA	HMX3
NA	NA	NA	NA	NA	NA	ZNF177
NA	NA	NA	NA	NA	NA	RTL6
NA	NA	NA	NA	NA	NA	S100A16
NA	NA	NA	NA	NA	NA	PTAR1
NA	NA	NA	NA	NA	NA	UROS
NA	NA	NA	NA	NA	NA	RBM34
NA	NA	NA	NA	NA	NA	NOXA1
NA	NA	NA	NA	NA	NA	TMEM198
NA	NA	NA	NA	NA	NA	ZNF548
NA	NA	NA	NA	NA	NA	NHLRC3
NA	NA	NA	NA	NA	NA	ZDHHC11
NA	NA	NA	NA	NA	NA	RPL14
NA	NA	NA	NA	NA	NA	NOC2L
NA	NA	NA	NA	NA	NA	KCTD21
NA	NA	NA	NA	NA	NA	ADAT2
NA	NA	NA	NA	NA	NA	ZNF567
NA	NA	NA	NA	NA	NA	NDUFA4
NA	NA	NA	NA	NA	NA	RNFT1
NA	NA	NA	NA	NA	NA	FAM111B
NA	NA	NA	NA	NA	NA	LITAF
NA	NA	NA	NA	NA	NA	ARID2
NA	NA	NA	NA	NA	NA	UBE2Q2P1
NA	NA	NA	NA	NA	NA	JPT1
NA	NA	NA	NA	NA	NA	S100A13
NA	NA	NA	NA	NA	NA	ZNF33A
NA	NA	NA	NA	NA	NA	C15orf61
NA	NA	NA	NA	NA	NA	PNRC2
NA	NA	NA	NA	NA	NA	RRP7A
NA	NA	NA	NA	NA	NA	LIN54
NA	NA	NA	NA	NA	NA	FAM53B
NA	NA	NA	NA	NA	NA	KAZN
NA	NA	NA	NA	NA	NA	SLC35E2B
NA	NA	NA	NA	NA	NA	C8orf76
NA	NA	NA	NA	NA	NA	HMGB1
NA	NA	NA	NA	NA	NA	SH2D5
NA	NA	NA	NA	NA	NA	BLOC1S2
NA	NA	NA	NA	NA	NA	ZNF699
NA	NA	NA	NA	NA	NA	CFAP119
NA	NA	NA	NA	NA	NA	MATCAP1
NA	NA	NA	NA	NA	NA	AKR1C3
NA	NA	NA	NA	NA	NA	S100A4
NA	NA	NA	NA	NA	NA	STK40
NA	NA	NA	NA	NA	NA	ZNF766
NA	NA	NA	NA	NA	NA	FAM217B
NA	NA	NA	NA	NA	NA	TUBB
NA	NA	NA	NA	NA	NA	XPNPEP3
NA	NA	NA	NA	NA	NA	PPIA
NA	NA	NA	NA	NA	NA	NIF3L1
NA	NA	NA	NA	NA	NA	GARS1-DT
NA	NA	NA	NA	NA	NA	IARS1
NA	NA	NA	NA	NA	NA	MFSD14CP
NA	NA	NA	NA	NA	NA	POM121
NA	NA	NA	NA	NA	NA	ZBTB44
NA	NA	NA	NA	NA	NA	ZNF565
NA	NA	NA	NA	NA	NA	WDR5
NA	NA	NA	NA	NA	NA	ZNF34
NA	NA	NA	NA	NA	NA	ZNF140
NA	NA	NA	NA	NA	NA	ZNF774
NA	NA	NA	NA	NA	NA	ZNF765
NA	NA	NA	NA	NA	NA	ZNF124
NA	NA	NA	NA	NA	NA	XRCC6
NA	NA	NA	NA	NA	NA	YRDC
NA	NA	NA	NA	NA	NA	TRAPPC2
NA	NA	NA	NA	NA	NA	C20orf96
NA	NA	NA	NA	NA	NA	SULT1A1
NA	NA	NA	NA	NA	NA	TCEAL3
NA	NA	NA	NA	NA	NA	NACA
NA	NA	NA	NA	NA	NA	XRCC2
NA	NA	NA	NA	NA	NA	MRTFA
NA	NA	NA	NA	NA	NA	HDAC2
NA	NA	NA	NA	NA	NA	SDHAF3
NA	NA	NA	NA	NA	NA	ZNF136
NA	NA	NA	NA	NA	NA	ZKSCAN5
NA	NA	NA	NA	NA	NA	TRAPPC4
NA	NA	NA	NA	NA	NA	ZFP62
NA	NA	NA	NA	NA	NA	TOMM7
NA	NA	NA	NA	NA	NA	ZNF33B
NA	NA	NA	NA	NA	NA	ZNF431
NA	NA	NA	NA	NA	NA	VKORC1L1
NA	NA	NA	NA	NA	NA	GM2A
NA	NA	NA	NA	NA	NA	SNHG17
NA	NA	NA	NA	NA	NA	ZNF700
